name,industry,funding_total_usd,status,country,funding_rounds,founded_year
Kaldoora,Unknown,780000,operating,United States,1,2010
Kaleio,Promotional,800000,operating,United States,2,2012
kaleo,Biotechnology,165000000,operating,United States,2,2010
Kaleo Software,Enterprise Software,1787500,operating,United States,2,2011
Kalibrr,Skill Assessment,3952000,operating,United States,4,2012
kalidea,Games,5360000,operating,France,1,2000
Kaliki,Unknown,249999,operating,United States,1,2008
Kalila Medical,Health Care,0,operating,United States,1,2010
Kalion,Unknown,0,operating,United States,1,2011
Kalistick,Analytics,1300000,operating,France,1,2007
KaliteUKASH,Finance,14400000,operating,United Kingdom,1,2001
KaloBios Pharmaceuticals,Health Care,29000000,operating,United States,2,2001
Kalon Semiconductor,Semiconductors,10900000,operating,United States,1,2005
Kalos Therapeutics,Biotechnology,19999,operating,United States,1,2005
Kalypto Medical,Health Care,8375000,operating,United States,1,2006
Kalyra Pharmaceuticals,Biotechnology,6000000,operating,United States,1,2012
Kambit,Software,0,closed,United States,2,2011
Kamcord,Games,9770000,operating,United States,4,2012
Kamego,Software,40000,operating,Chile,1,2013
Kamida,Software,584269,operating,United States,1,2006
Kaminario,Enterprise Software,40000000,operating,United States,2,2008
Kampyle,Reviews and Recommendations,1000000,operating,Israel,1,2007
Kanari,Restaurants,200000,operating,United Arab Emirates,1,2013
Kanbanize,SaaS,339640,operating,United States,3,2012
Kandid,Apps,1400000,operating,United States,1,2014
Kandu,Entertainment,7734982,operating,United States,1,2013
Kane Biotech,Biotechnology,42467,operating,Canada,1,2001
Kanga,Crowdsourcing,1000000,operating,United States,1,2013
KangaDo,Consumers,100000,operating,United States,1,2012
Kangou,Postal and Courier Services,30000,operating,Mexico,2,2014
Kanichi Research Services,Nanotechnology,456463,operating,United Kingdom,1,2008
Kanjoya,Analytics,13523540,operating,United States,6,2006
Kannact,Software,3000000,operating,United States,2,2012
KannaLife Sciences,Pharmaceuticals,1500000,operating,United States,1,2010
Kannuu,Software,2000000,operating,United States,1,2007
Kano Computing,Hardware + Software,1500000,operating,United Kingdom,1,2013
Kanoco,News,0,operating,United States,1,2003
Kanshu,News,44896100,operating,China,2,2004
Kantox,Auctions,11094960,operating,United Kingdom,4,2011
Kanvas Labs,Photography,3436500,operating,United States,5,2013
Kaola100,Education,634786,operating,China,1,2012
Kaonetics Technologies,Consulting,0,operating,United States,1,2007
Kaos Solutions,Software,199000,closed,United Kingdom,1,2007
Kapitall,Investment Management,20300000,operating,United States,2,2008
Kapost,Content,8700000,operating,United States,5,2010
Kapow Events,Marketplaces,1600000,operating,United States,1,2012
Kapow Software,Data Integration,19743770,acquired,United States,3,2005
Kappa Prime,Life Sciences,0,closed,United Kingdom,1,2008
Kapsica Media,Advertising,0,operating,India,1,2011
Kapta,Technology,675000,operating,United States,1,2012
Kapture,Mobile,1500000,operating,United States,1,2012
Kapture,Hardware + Software,900000,operating,United States,1,2012
kapturem,Photography,1000,operating,United States,1,2010
KaraokeSmart.co,Music,60000,operating,Peru,2,2013
Kardia Health Systems,Health Care,18916000,closed,United States,3,2006
Kardium,Hardware + Software,1136865,operating,Canada,2,2007
Kareo,Software,95899999,operating,United States,9,2004
KargoCard,E-Commerce,6000000,operating,China,1,2008
Karibu Solar,Solar,17000,operating,"Tanzania, United Republic of",1,2012
KaritKarma,Enterprise Software,409475,operating,Bangladesh,3,2010
Kark Mobile Education,Education,0,operating,Singapore,1,2012
Karma,Mobile,2304999,acquired,United States,3,2011
Karma,Telecommunications,3553000,operating,United States,4,2012
Karma Gaming,Games,5000000,operating,United Kingdom,2,2010
Karma Platform,Software,1600000,operating,Hungary,1,2011
Karma Recycling,Software,0,operating,India,1,2012
Karma Snap,Mobile,30000,operating,United Arab Emirates,1,2013
KarmaHire,Curated Web,150040,operating,Canada,3,2011
Karmaloop,Fashion,32000000,operating,United States,2,2000
Karmasphere,Analytics,14499999,operating,United States,3,2010
Karo Internet,Online Gaming,1204795,closed,Germany,3,2007
Karrot Rewards,Software,0,operating,United States,1,2006
Kartable,Unknown,1514912,operating,France,1,2011
KartoonArt,Photography,70000,operating,Ukraine,1,2013
KartRocket,SaaS,2000000,operating,India,2,2012
Karuna Pharmaceuticals,Biotechnology,600000,operating,United States,1,2009
Karus Therapeutics,Biotechnology,7600000,operating,United Kingdom,1,2005
Kashless,Finance,9000000,operating,United States,2,2008
Kashmir Luxury Hair,Unknown,0,operating,United States,1,2009
Kasidie.com,Curated Web,600000,operating,United States,2,2008
Kaskado,Promotional,0,closed,Sweden,1,2008
Kasumi-sou,Finance,0,operating,Japan,1,2011
Katalyst Network,Entertainment,10000000,operating,United States,1,2000
Katango,Social Media,5000000,acquired,United States,1,2011
Kate's Goodness,Local,150000,operating,United States,2,2013
Kateeva,Printing,38000000,operating,United States,1,2008
Kato,Business Information Systems,1878000,operating,United States,2,2013
Katuah Market,Hospitality,1125000,operating,United States,1,2011
kaufDA,Search,0,acquired,Germany,2,2008
Kaufmann Mercantile,E-Commerce,3200000,operating,United States,2,2009
Kavalia,Biotechnology,215000,operating,United States,1,2007
Kawaii Museum,News,0,operating,Japan,1,2011
KAYAK,Travel,235024070,acquired,United States,6,2004
Kaybus,Software,8850000,operating,United States,2,2012
Kayentis,Software,8580000,operating,France,2,2004
Kaymbu,SaaS,0,operating,United States,1,2012
Kaymu,E-Commerce,0,operating,Nigeria,1,2012
Kaymu.pk,E-Commerce,0,operating,Pakistan,1,2013
Kayo technology,Mobile,1662358,operating,United States,1,2011
Kayse Wireless,Wireless,50000,operating,United States,1,2012
Kazaana,Web Development,7575000,closed,United States,3,2010
Kazeon,Software,41000000,acquired,United States,3,2003
Kaznachey,E-Commerce,200000,operating,Ukraine,1,2012
KCAP Services,Software,0,operating,United States,1,2014
KCF Technologies,Consumer Electronics,0,operating,United States,1,2000
KCME,Manufacturing,0,operating,United States,1,2013
KE2 Therm Solutions,Hardware + Software,6008656,operating,United States,3,2009
Keahole Solar Power,Clean Technology,27000000,operating,United States,2,2007
Keas,Human Resources,32900000,operating,United States,4,2008
Keaton Row,Fashion,4182500,operating,United States,3,2011
Keclon,Biotechnology,0,operating,Argentina,1,2011
Kedzoh,Apps,180000,operating,United States,4,2011
Keecker,Android,1150000,operating,France,2,2012
Keego,Curated Web,20000,operating,United States,1,2014
Keegy,Advertising,450000,operating,Argentina,1,2007
Keelr,Video on Demand,135905,operating,Sweden,1,2013
Keelvar,E-Commerce,922350,operating,United Kingdom,1,2013
Keemotion,Android,1940850,operating,Belgium,1,2012
Keen Home,Hardware + Software,1640000,operating,United States,2,2012
Keen IO,Plumbers,17750820,operating,United States,5,2011
Keen Systems,Cloud Infrastructure,3350000,operating,United States,5,2008
Keenjar,Education,87000,operating,United States,1,2012
KeenSkim,Social Media,31527,operating,Bulgaria,1,2010
Keep Holdings,Curated Web,43000000,operating,United States,2,2012
Keep Me Certified,Real Estate,0,operating,United States,1,2012
Keep Your Pharmacy Open,Retail,530000,operating,United States,1,2011
Keepcon,Curated Web,0,operating,Argentina,1,2008
KeepGo,Mobile,1300000,operating,Israel,1,2009
Keepio,Twitter Applications,255000,closed,United States,1,2010
Keepskor,Advertising,180000,operating,United States,1,2011
Keepstream,Social Media,20000,acquired,United States,1,2010
KeepTruckin,Public Transportation,2300000,operating,United States,1,2013
Keepy,Lifestyle Businesses,1100000,operating,United States,1,2013
Keibi Technologies,Content,5000000,acquired,United States,1,2006
Keith McMillen Instruments,Hardware,1600000,operating,United States,1,2005
Keiz Marshall Performing Arts Academy,Education,0,operating,Canada,1,2009
Kekanto,Reviews and Recommendations,5560000,operating,Brazil,4,2010
KelBillet,Travel,246560,operating,France,1,2009
Keldeal,Twitter Applications,277120,closed,France,1,2010
KelDoc,Health and Wellness,2314005,operating,France,2,2012
KellBenx,Biotechnology,13500000,operating,United States,3,2010
Keller Medical,Biotechnology,400000,operating,United States,1,2009
KEMOJO Trucking,Transportation,0,operating,United States,1,2010
KEMP Technologies,Networking,21999992,operating,United States,3,2000
KemPharm,Biotechnology,71103391,operating,United States,4,2006
Kenandy,Enterprise Software,43500000,operating,United States,2,2010
Kensho,Software,25495000,operating,United States,3,2013
Kenshoo,Advertising,49660149,operating,Israel,7,2006
Kentaura,Games,2300000,operating,Singapore,2,2011
kenxus,Software,250000,operating,United States,1,2012
Kenzei,Accounting,400000,acquired,United States,1,2008
Keona Health,Health Care,2525000,operating,United States,1,2011
Keoya Business Enterprise Services Group,Entertainment,0,operating,United States,1,2009
Kera,Software,50000,closed,Canada,1,2012
KeraNetics,Biotechnology,8863225,operating,United States,2,2008
Kerecis,Medical Devices,4000000,operating,Iceland,4,2009
KeriCure,Biotechnology,800000,operating,United States,1,2011
KerjaDulu,Social Recruiting,0,operating,Indonesia,1,2013
Kespry Inc.,Design,12352614,operating,United States,1,2013
Ketto,Curated Web,150000,operating,India,1,2012
Keukey,Software,258043,operating,"Korea, Republic of",1,2013
KeVita,Food Processing,6000000,operating,United States,1,2009
Kevstel Group,News,16000,operating,United States,1,2012
KEW Group,Biotechnology,16070505,operating,United States,1,2009
Kewego,Games,19400000,acquired,France,3,2003
Kewen,Social Network Media,40000,operating,Chile,1,2013
Kewl Innovations,Health and Wellness,585000,operating,United States,1,2008
Kextil,Mobility,830000,operating,United States,4,2010
Key Health Institute of Edmond,Health Care,100000,operating,United States,1,2012
Key Ingredient Corporation,Curated Web,0,operating,United States,1,2005
Key Ring,Mobile,1750000,acquired,United States,2,2008
Keychain Logistics,Marketplaces,2520000,operating,United States,1,2012
KeyedIn Solutions,SaaS,24724245,operating,United States,4,2011
KeyEffx,Games,40000,operating,Chile,1,2012
Keyideas Infotech (P) Limited,Web Development,1000000,operating,India,1,2009
KeyMe,E-Commerce,10400000,operating,United States,3,2012
Keynoir,Spas,1740000,acquired,United Kingdom,1,2010
KeyOn Communications Holdings,Public Relations,20400000,operating,United States,4,2002
Keyssa,Semiconductors,26412036,operating,United States,4,2009
Keystone Dental,Health and Wellness,20000000,operating,United States,1,2006
Keystone Heart,Health and Wellness,14000000,operating,Israel,1,2004
Keystone Kitchens,Manufacturing,0,operating,United States,1,2007
Keystone Technologies,Software,100000,operating,United States,1,2004
KeyView,E-Commerce,1000000,operating,United States,1,2012
KeyVive,Health and Wellness,917500,operating,United States,3,2008
KEYW Corporation,Technology,28340149,operating,United States,3,2008
KFL Investment Management,Finance,2000000,operating,United Kingdom,1,2010
Khan Academy,Education,7200000,operating,United States,2,2006
Kharabeesh,Media,0,operating,Jordan,1,2008
Khush,Music,120000,acquired,United States,2,2009
ki work,Consulting,761409,operating,United Kingdom,1,2003
Kiala,Shopping,47511678,acquired,Belgium,2,2000
"Kibboko, Inc.",Software,2500000,closed,Canada,1,2008
Kiboo.com,Social Media,1000000,operating,United States,1,2007
Kick Sport,E-Commerce,378812,operating,Algeria,1,2009
Kickanotch mobile,App Marketing,1600000,operating,United States,3,2010
KickApps,Content,39007789,acquired,United States,3,2004
KickAss Candy,Hospitality,50000,operating,United States,1,2011
Kickball Labs,Art,2200000,operating,United States,2,2007
Kickboard,Education,2100000,operating,United States,2,2009
KickerPicker.com,Marketplaces,150000,operating,Lithuania,1,2013
Kickfire,Analytics,20000000,closed,United States,1,2006
KickoffLabs.com,Hospitality,1700000,operating,United States,1,2011
Kickplay,Games,0,closed,United States,1,2007
Kicksend,File Sharing,2800000,operating,United States,2,2011
Kickserv,Small and Medium Businesses,600000,operating,United States,1,2011
Kickserv,SaaS,1100000,operating,United States,2,2006
Kickstarter,Crowdsourcing,10000000,operating,United States,1,2009
Kid Bunch,Games,40000,operating,Chile,1,2011
Kid Care Years,Curated Web,0,closed,United States,1,2008
Kid$Shirt,Unknown,10000,operating,United States,1,2013
KidAdmit,Families,20000,operating,United States,2,2012
Kidamom,Games,295157,operating,Bulgaria,3,2013
Kidaptive,Education,10100000,operating,United States,2,2012
Kidblog,Education,170000,operating,United States,1,2010
Kiddie Kist,Curated Web,40000,operating,Singapore,1,2012
Kiddies Smilz,Unknown,0,operating,United States,1,2012
Kiddy,Photography,500000,operating,Japan,1,2012
Kidizen,Parenting,900000,operating,United States,4,2010
Kidlandia,Curated Web,3225000,operating,United States,3,2008
Kidoodle,Entertainment,8967644,operating,Canada,1,2012
Kidos,Kids,200000,operating,United States,1,2011
KIDOZ,Mobile,1200000,operating,Israel,1,2008
KidoZen,Enterprise Software,5000000,operating,United States,1,2012
Kids Academy Company,Mobile,650000,operating,United States,1,2011
Kids Note,Software,262729,operating,"Korea, Republic of",1,2012
Kids Quizine,Hospitality,0,operating,United States,1,2011
Kids Write Network,Education,150000,operating,Canada,1,2013
Kids360,Security,15000,operating,United States,1,2013
KidsCash,E-Commerce,0,operating,United States,1,2011
KidsLink,Health Care,1000000,operating,United States,1,2012
KidStart,Loyalty Programs,4209381,operating,United Kingdom,1,2007
kidthing,Kids,3000000,closed,United States,1,2005
Kidzloop,Social Media,0,operating,United States,1,2013
KidZui,Web Browsers,18400000,acquired,United States,6,2006
KidzVuz,Games,0,operating,United States,1,2010
KienVe,Social Network Media,40000,operating,United States,1,2012
Kiggit,Mobile,128660,operating,Denmark,1,2013
Kigo,Travel,1800000,acquired,United States,1,2007
Kiha Software,Cloud Data Services,20000000,closed,United States,1,2008
KIHEITAI,Messaging,200000,operating,Japan,1,2010
Kihon,Software,1500000,operating,United States,1,2011
Kii,Mobile,7300000,operating,United States,1,2010
Kiind.me,Gift Card,745000,operating,Canada,4,2011
Kiip,Advertising,15300000,operating,United States,5,2010
Kijubi,Adventure Travel,265000,operating,United States,1,2009
Kik,Messaging,65800000,operating,Canada,3,2009
KIKA Medical International Company,Health and Wellness,1346000,operating,United States,2,2006
Kili (Africa),Infrastructure,100000,operating,Kenya,1,2013
Kilimanjaro Energy,Clean Technology,3150000,operating,United States,2,2004
Kilopass,Semiconductors,42450000,operating,United States,4,2001
KILTR,Web Hosting,3224766,operating,United Kingdom,1,2010
Kima Labs,Mobile,770000,acquired,United States,1,2010
Kimeltu,Education,40000,operating,Chile,1,2011
Kimengi,Web Tools,321650,operating,Netherlands,1,2008
Kimera Systems,Artificial Intelligence,70000,operating,United States,1,2012
Kimerick Technologies,Machine Learning,130420,operating,United States,2,2011
KimLink Auto Detailing®,Unknown,0,operating,Kenya,1,2010
Kin Community,Internet,27000000,operating,United States,2,2011
Kinamik Data Integrity,Software,1798750,operating,Spain,2,2005
KINAMU Business Solutions,Software,5460000,operating,Austria,1,2007
Kincast,Messaging,310000,operating,United States,1,2010
Kind Intelligence,Consulting,500000,operating,United States,1,2011
Kindara,Health Care,1625000,operating,United States,3,2010
Kindermint,Unknown,179999,operating,United States,1,2013
KinDex Therapeutics,Biotechnology,5000000,operating,United States,1,2009
Kindful,CRM,250000,operating,United States,1,2011
Kindling,Publishing,2300000,operating,United States,1,2010
Kindo Network,Web Hosting,0,acquired,United Kingdom,2,2007
Kindred Biosciences,Health Care,6309755,operating,United States,2,2012
Kinematix,Hardware + Software,2600000,operating,Portugal,1,2007
KineMed,Health Care,33737640,operating,United States,5,2001
Kinems Learning Games,Kinect,39260,operating,Belgium,2,2013
Kinesio Capture,Software,300000,operating,United States,1,2011
Kinestral Technologies,Manufacturing,27085039,operating,United States,4,2010
Kineta,Biotechnology,9797510,operating,United States,6,2007
Kinetic Social,Social Media Marketing,32000000,operating,United States,4,2011
Kineto Wireless,Mobile,45449379,operating,United States,10,2001
Kinex Pharmaceuticals,Biotechnology,54049600,operating,United States,5,2004
King Cayuga Vodka,Craft Beer,0,operating,United States,1,2014
King Solarman,Manufacturing,10000000,operating,United States,1,2008
King.com,Software,43000000,operating,United Kingdom,1,2003
Kingdom Breweries,Unknown,0,operating,Cambodia,1,2009
Kingdom Kids Academy,Education,0,operating,United States,1,2012
Kingdom Scene Endeavors,Games,3365000,operating,United States,4,2009
Kingfish Group,Finance,0,operating,United States,1,2004
Kingfish Labs,Software,500000,acquired,United States,1,2011
KINGLET,Unknown,500000,operating,United States,1,2014
Kingnaru Entertainment,Games,0,operating,United States,1,2013
Kingnet,Games,17000000,operating,"Taiwan, Province of China",2,2008
Kingsbridge Risk Solutions,Finance,7719600,operating,United Kingdom,1,2001
Kingsoft Cloud,Web Hosting,0,operating,China,1,2012
Kingsoft Network Science,Software,18600000,operating,China,1,2010
Kingspoke,Manufacturing,0,operating,United States,1,2010
KingX Studios,Design,437500,operating,United States,1,2008
Kinkaa Search Tools,Travel,881000,operating,Germany,1,2006
kinkon,Curated Web,995625,closed,Germany,1,2008
Kinnek,B2B,11500000,operating,United States,3,2012
Kinnser Software,Web Tools,40000000,operating,United States,1,2003
Kinsa,Health and Wellness,2570000,operating,United States,2,2012
Kinsights,Health and Wellness,20000,operating,United States,1,2011
KinTrans,High Tech,30000,operating,United Arab Emirates,1,2013
Kinvey,Enterprise Software,17818000,operating,United States,4,2010
Kior,Oil,297920000,operating,United States,4,2007
Kiosked,Publishing,12650000,operating,United Kingdom,2,2010
"Kip Solutions, Inc.",Consulting,10000,operating,United States,1,2012
KipCall,Mobile,400000,operating,France,1,2011
Kipo,Mobile,663600,operating,Guatemala,3,2012
Kippt,Curated Web,0,acquired,United States,1,2012
Kiptronic,Media,7300000,acquired,United States,3,2005
Kipu Systems,Unknown,0,operating,United States,1,2012
Kira Talent,Human Resources,2000000,operating,Canada,1,2012
Kirax,Biotechnology,540760,operating,United States,1,2005
Kireego Solutions,Local,200000,operating,France,1,2012
Kiro'o Games,Games,115000,operating,Cameroon,1,2013
Kiromic,Health and Wellness,105000,operating,United States,1,2012
Kirusa,Public Relations,26830000,operating,United States,3,2001
KIS Group,Photography,150000,operating,United States,1,2012
Kisskissbankbank Technologies,Curated Web,994490,operating,France,1,2009
KISSmetrics,Sales and Marketing,10800000,operating,United States,3,2008
KissMyAds,Incentives,0,operating,Germany,1,2011
kissnofrog,Online Dating,881500,operating,Germany,2,2007
KIT digital,Games,20000000,operating,Czechia,2,2008
Kitani,Unknown,0,operating,United States,1,2014
Kitara Media,Curated Web,17000000,operating,Canada,2,2004
KitBoost,Games,0,closed,United States,1,2013
KitCheck,Enterprise Software,10470400,operating,United States,2,2012
Kitchenbug,Software,0,operating,Israel,1,2012
Kitchensurfing,Hospitality,19500000,operating,United States,3,2012
Kitchfix,Food Processing,300000,operating,United States,1,2012
KitchIn,Data Mining,46500,operating,United States,7,2012
Kite,Education,0,closed,United States,1,2012
Kite Pharma,Biotechnology,85250000,operating,United States,4,2009
Kite.ly,Mobile,400000,operating,United Kingdom,1,2014
KiteDesk,Machine Learning,3500000,operating,United States,1,2011
Kitenga,Big Data,200000,acquired,United States,1,2003
KiteReaders,iPhone,0,operating,United States,1,2012
Kites,Analytics,500000,operating,Hong Kong,1,2012
kites.io,Mobile Payments,75000,operating,United States,1,2013
KitLocate,Location Based Services,750000,acquired,Israel,1,2011
Kitman Labs,Productivity Software,4682497,operating,Ireland,3,2012
KitOrder,E-Commerce,80000,operating,United States,1,2010
Kitsy Lane,E-Commerce,6459900,operating,United States,4,2012
Kiva,Finance,9000000,operating,United States,3,2005
Kiva Systems,Hardware,11600000,acquired,United States,2,2003
Kivivi,Beauty,25000,operating,United States,1,2010
Kivra,Curated Web,2000000,operating,Sweden,1,2011
Kiwi,iPhone,400000,operating,Italy,2,2011
Kiwi Crate,Creative,7000000,operating,United States,2,2011
"Kiwi, Inc.",Android,21000000,operating,United States,2,2011
KIWI.KI,Technology,0,operating,Germany,1,2011
kiwi666,Photography,9000000,operating,China,1,2011
Kiwigrid,Unknown,0,operating,Germany,1,2008
Kiwii Capital,Enterprises,1500000,acquired,Mexico,2,2013
Kiwiple,Mobile,1267155,operating,"Korea, Republic of",1,2009
KiwiTech,Software,1825000,operating,United States,3,2009
Kiwup,Web Hosting,130000,operating,France,1,2013
Kixer,Advertising,1000000,operating,United States,2,2014
KIXEYE,Games,19000000,operating,United States,2,2007
KIYATEC,Biotechnology,0,operating,United States,1,2005
Kiyon,Web Hosting,10000000,operating,United States,1,2003
Kizoom,Education,500000,operating,United States,1,2012
Kizziang,Games,770000,operating,United States,1,2013
KLab,Games,9300000,operating,Singapore,1,2012
Klappo Limited,Recipes,650000,operating,United Kingdom,1,2009
Klarna,Payments,282074000,operating,Sweden,6,2005
Klash,Mobile,0,operating,Germany,1,2012
Klatcher,Curated Web,150000,closed,United States,1,2008
KLD Energy Technologies,Clean Technology,15718378,operating,United States,8,2008
Kleermail,Software,1574000,operating,United States,2,2011
Klene Contractors,Clean Technology,0,operating,United States,1,2006
Klick2Contact,Software,0,operating,United Kingdom,1,2010
KlickEx,Payments,1330000,operating,United States,3,2002
KlickSports,Mobile Games,1200000,closed,United States,1,2006
KlickThru,Social Media,500000,operating,United States,1,2010
KlikkaPromo,Search,2051813,operating,Italy,2,2009
klinify,Health Care,644000,operating,Singapore,3,2011
Klinq,iPhone,0,operating,United States,1,2012
Klip.in,E-Commerce,0,operating,United States,1,2011
Kliqed,Mobile,0,closed,United Kingdom,1,2011
Klique,Unknown,2075000,operating,United States,1,2013
Klir Technologies,Software,8700000,closed,United States,1,2000
Klixbox Media (T/A),Media,50000,operating,United Kingdom,1,2013
Klocwork,Software,10000000,operating,United States,1,2001
Klood,Technology,720000,operating,United Kingdom,1,2011
Klooff,News,1496500,operating,United States,5,2012
Kloud Angels,Finance,0,operating,United States,1,2014
Kloudless,Developer APIs,1300000,operating,United States,1,2011
KloudNation,Enterprise Software,2000000,operating,United States,1,2009
Klout,Social Media,40000000,acquired,United States,6,2008
Kluster,Curated Web,1000000,acquired,United States,1,2008
Klutch,Online Scheduling,2950000,operating,United States,3,2011
Klypper,Photography,130032,operating,United States,1,2011
Kmsocial,Social Media Management,10000000,operating,China,1,2010
Knack Inc.,Publishing,0,operating,United States,1,2010
Knack.it,Innovation Management,0,operating,United States,1,2012
KnCMiner,Finance,14000000,operating,Sweden,1,2013
Knee Creations,Health and Wellness,6500000,operating,United States,3,2007
Kneebone,Software,482000,acquired,Canada,2,2004
KneoWorld,Game,6000000,operating,United States,1,2012
Knetik Media,Enterprise Software,1650000,operating,United States,5,2004
Knetwit Inc.,Education,4600000,closed,United States,2,2007
Knewton,Education,105000000,operating,United States,5,2008
KnexxLocal,Mobile,1100000,operating,Canada,1,2012
Kngroo,Games,0,operating,United States,1,2011
KnightHaven,Games,0,operating,Canada,1,2011
"Knightscope, Inc.",Security,1530000,operating,United States,2,2013
Knimbus,Messaging,500000,operating,India,1,2010
Knip,Curated Web,0,operating,Switzerland,1,2013
Kno,Software,94885095,acquired,United States,7,2009
Knoa Software,Software,14412889,operating,United States,5,2003
Knock Knock,Software,1500,operating,United States,1,2014
Knock N' Roll,Software,94551,operating,"Korea, Republic of",1,2012
KnockaTV,Games,4500000,closed,Israel,2,2007
KnoCo,Games,15000,operating,United States,1,2012
Knoda,Big Data,650000,operating,United States,3,2013
Knodium,Education,270000,operating,United Kingdom,3,2012
Knome,Biotechnology,28800000,operating,United States,4,2007
Knopp Biosciences LLC,Biotechnology,91615394,operating,United States,5,2010
Knotch,Mobile,1500000,operating,United States,1,2012
Knotice,Email Marketing,500000,acquired,United States,1,2003
KnotProfit,Weddings,25000,operating,United States,1,2013
Knovel,Enterprise Software,7710995,acquired,United States,3,2001
KnowFu,Software,777967,operating,United States,1,2011
Knowlarity Communications,Software,22500000,operating,India,3,2009
Knowledge Delivery Systems,Education,16120360,operating,United States,7,2010
Knowledge Factor,Software,15725816,operating,United States,4,2000
KnowledgeMill,Email,2391663,operating,United Kingdom,1,2009
KnowledgeTree,SaaS,7621051,operating,United States,3,2006
KnowledgeVision,Software,11196032,operating,United States,6,2010
Knowlent,Software,3600000,operating,United States,2,2001
knowNormal,Analytics,1427622,operating,United States,2,2012
KnowRe,Education,8600000,operating,United States,3,2012
Knowrom,Social Media,40000,operating,Czechia,1,2012
Knowthena,Curated Web,150000,operating,United States,1,2011
Knozen,Social Search,2250000,operating,United States,1,2013
KO-SU,Mobile,0,operating,United Kingdom,1,2011
Koa.la,Photo Sharing,8400000,operating,United States,2,2012
Koala Databank,Archiving,20000,closed,United States,1,2006
KOALA.CH,E-Commerce,3165969,operating,Switzerland,3,2010
KoalaDeal,Personalization,410000,closed,United States,1,2011
Koalify,Consumers,9791,operating,Canada,1,2012
Koality,Optimization,1800000,acquired,United States,1,2012
Kobalt Music Group,Technology,156000000,operating,United States,2,2001
Kobo,News,78812455,acquired,Canada,3,2009
Kobojo,Facebook Applications,7747010,operating,France,1,2008
KochAbo,Cooking,0,operating,Austria,2,2012
KODA,Curated Web,4500000,closed,United States,2,2008
Kodable,K-12 Education,0,operating,United States,1,2012
Kodak Alaris,Hardware + Software,17190245,operating,United States,1,2013
Kodiak Networks,Messaging,15000000,operating,United States,1,2001
Koding,Curated Web,18780159,operating,United States,4,2011
KOEZY,Unknown,48000,operating,United States,1,2011
Koffeeware,Image Recognition,0,operating,France,1,2005
Kofikafe,Entertainment,30000,operating,United States,1,2013
Kogent Surgical,Hardware + Software,21000,operating,United States,1,2011
Kogeto,Games,670000,operating,United States,1,2010
Kohort,Social Media,3000000,operating,United States,1,2011
Koinify,Internet,1450000,operating,United States,2,2014
Koinos Coffee House,Hospitality,0,operating,United States,1,2012
Kojami,Events,20000,operating,United States,1,2011
KOJI Drinks,Hospitality,227287,operating,United Kingdom,1,2012
Koko,Hardware + Software,250000,operating,United States,1,2007
KokoChi,Unknown,0,operating,United States,1,2012
KoldCast Entertainment Media,Licensing,0,operating,United States,1,2007
Kolltan Pharmaceuticals,Biotechnology,146000000,operating,United States,6,2007
Kolorific,Semiconductors,7000000,closed,United States,1,2003
Komar Games,Social Media,300000,operating,Ukraine,1,2010
Komli Media,Advertising,97000000,operating,India,5,2006
komoot,Mobile,0,operating,Germany,2,2010
kompany,Credit,4250000,operating,Austria,4,2012
Kompyte.,Business Intelligence,65269,operating,Spain,1,2014
Kona DataSearch,Enterprise Software,500000,operating,United States,1,2011
Kona Medical,Therapeutics,63657688,operating,United States,6,2009
Konan Graphics,Unknown,5000000,operating,"Korea, Republic of",1,2013
Konarka Technologies,Clean Technology,88800000,closed,United States,3,2001
Konbini,News,4215900,operating,France,1,2008
Konga Online Shopping Limited,Home Automation,78500000,operating,Nigeria,4,2012
Kongregate,Games,19000000,acquired,United States,4,2006
KongZhong,Telecommunications,6800000,operating,China,1,2002
Konjekt,Enterprise Search,49000,operating,Norway,1,2014
Konkura,Health and Wellness,107012,operating,United Kingdom,1,2010
KonnectAgain,Employment,24329,operating,Ireland,1,2013
Konnecti.com,Enterprise Software,450000,operating,United States,2,2012
Konnektid,Education,330434,operating,Netherlands,1,2013
Konokopia,News,0,operating,United States,1,2012
Konotor,Apps,155000,operating,India,2,2013
Konoz,Education,100000,operating,Italy,1,2014
kontakt.io,Internet of Things,2250000,operating,Poland,2,2013
Kontera,Advertising,36140000,acquired,United States,5,2003
Kontest,Apps,833549,operating,France,1,2010
Kontiki,Enterprise Software,20393131,operating,United States,4,2000
Konutkredisi.com.tr,Finance,0,operating,Türkiye,1,2010
KONUX,Engineering Firms,100000,operating,Germany,1,2014
Kony,Health Care,98400000,operating,United States,5,2007
kooaba,Search,2920000,operating,Switzerland,1,2006
Koofers,Employment,7000000,operating,United States,4,2008
Koogame,Games,1000000,operating,China,1,2003
Kool Kid Kent,Games,0,operating,United States,1,2013
Koolanoo Group,Curated Web,32000000,operating,China,3,2005
KoolSpan,Security,37669746,operating,United States,8,2003
Kopi,E-Commerce,100000,operating,United Kingdom,1,2011
KOPIS MOBILE,Hardware + Software,200000,operating,United States,2,2013
Kopjra,Law Enforcement,33283,operating,Italy,1,2014
Kopo Kopo,E-Commerce,6359922,operating,Kenya,5,2010
Korbit,Bitcoin,3516136,operating,"Korea, Republic of",3,2013
Kore Virtual Machines,Web Development,2189440,operating,Ireland,1,2008
